0.713200770796659,24
0.570072979186569,7
0.728981957349342,91
0.911127121798899,80
0.528805877532211,19
0.411791104362751,74
0.344811985842317,35
0.351284296439888,71
0.213913526562205,18
0.975270627631101,4
0.925029878820922,16
0.033756001838244,78
0.422458166394793,6
0.942818339566957,22
0.146537980467397,12
0.436466318623943,54
0.123147067708958,72
0.5451154262662,39
0.292053355404337,24
0.300766632899282,31
0.046293337966745,83
0.519429446339332,33
0.023290928778544,15
0.637677057629084,19
0.883434237270936,60
0.679610003865262,90
0.887302028359108,13
0.516929310881772,37
0.39870538040574,13
0.540201192470939,53
0.336346782885471,20
0.252311254873424,17
0.289927094171566,31
0.175135743098239,38
0.322169079283274,83
0.316789351991414,20
0.713884850912773,36
0.761385141130649,86
0.488612915878966,44
0.614473056168299,52
0.076050203964206,55
0.282054636225193,71
0.091797106798844,27
0.310294004619319,60
0.509960887372119,17
0.883912802016543,22
0.033642072681959,36
0.063169168015472,59
0.392265963332239,43
0.398040520190077,91
0.925086370410611,6
0.336845520633361,91
0.697474902734078,1
0.327281544350379,85
0.908253592441503,69
0.726229327643835,54
0.739904690170589,95
0.660945542093897,36
0.336426646073421,83
0.154803704097752,99
0.846106463037492,63
0.554398274672227,93
0.980156811974732,34
0.106441501906378,9
0.028939789429384,70
0.500462229241015,88
0.134138201179559,55
0.483125830059327,37
0.735520976107482,48
0.256610750652947,72
0.734209175525217,24
0.33844781980772,47
0.126698337853821,35
0.515731299146829,56
0.181059296217377,27
0.937439570204539,43
0.645263383688462,72
0.590444961781062,11
0.726778780575164,42
0.879699285832852,38
0.480264532960799,36
0.779075835588421,23
0.887321242388381,92
0.812408531773572,49
0.912492706222542,77
0.166326678092923,3
0.455700585143523,30
0.369784957737505,90
0.502652379517628,21
0.650850202080193,22
0.814711870802339,41
0.219840056280179,57
0.768629515511782,72
0.027550858916076,34
0.55977626089283,93
0.241904947783986,38
0.181296258402743,95
0.983608232760047,61
0.66569389737004,39
0.127134072732247,98
